"","pid","ms_subclass","lot_area","overall_qual","overall_cond","year_built","year_remod/add","mas_vnr_area","bsmtfin_sf_1","bsmtfin_sf_2","bsmt_unf_sf","total_bsmt_sf","1st_flr_sf","2nd_flr_sf","low_qual_fin_sf","gr_liv_area","bsmt_full_bath","bsmt_half_bath","full_bath","half_bath","bedroom_abvgr","kitchen_abvgr","totrms_abvgrd","fireplaces","garage_yr_blt","garage_cars","garage_area","wood_deck_sf","open_porch_sf","enclosed_porch","3ssn_porch","screen_porch","pool_area","misc_val","mo_sold","yr_sold","saleprice","street_num","lot","zone","land","lot_location","land_sl","roof","roof_m","heat","sale_cond","al","condition1","buliding","build","extertior_qual","extertior","extertior_cond","CA","elec","func","driveway"
"2019","0909250150","070",10592,6,7,1923,1996,0,0,0,602,602,900,602,0,1502,0,0,1,1,3,1,7,2,1923,1,180,96,0,112,0,53,0,0,8,2007,165000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2020","0909250160","045",10594,5,5,1926,1950,0,0,0,768,768,789,0,0,789,0,0,1,0,2,1,5,0,1926,1,200,0,0,112,0,0,0,0,6,2007,96500,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1
"2021","0909251030","030",7223,5,5,1926,1950,0,319,0,971,1290,1422,0,0,1422,0,0,1,0,3,1,6,0,1973,1,352,0,0,64,0,0,0,0,4,2007,136500,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2022","0909251040","050",6821,6,7,1921,2005,0,113,0,538,651,759,539,0,1298,0,0,2,0,2,1,8,1,1994,1,240,216,0,168,0,0,0,0,8,2007,146500,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2023","0909252010","050",7200,5,7,1937,1950,252,569,0,162,731,981,787,0,1768,1,0,1,1,3,1,7,2,1939,1,240,0,0,264,0,0,0,0,6,2007,175000,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"2024","0909252150","070",4000,7,8,1930,1995,0,246,0,285,531,567,531,0,1098,1,0,1,0,2,1,5,1,1930,1,216,0,0,0,0,0,0,0,6,2007,148500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2025","0909252170","070",6720,6,7,1921,1950,0,0,0,585,585,851,585,0,1436,0,0,1,0,3,1,7,1,1992,1,228,184,0,0,0,0,0,0,4,2007,141500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"2026","0909254090","050",7642,7,8,1918,1998,0,0,0,912,912,912,514,0,1426,0,0,1,1,3,1,7,1,1925,1,216,0,240,0,0,0,0,0,6,2007,189950,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2027","0909254100","070",7155,6,8,1926,1991,0,0,0,686,686,686,775,0,1461,0,0,1,0,3,1,6,1,1926,1,225,0,0,116,0,0,0,0,7,2007,135000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2028","0909254130","075",7128,7,5,1941,1950,0,364,0,554,918,918,728,0,1646,0,0,2,0,4,1,7,2,1941,1,240,0,0,0,0,126,0,0,8,2007,164000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2029","0909254140","030",4280,5,6,1913,2002,0,365,0,75,440,694,0,0,694,0,0,1,0,2,1,4,1,1990,1,352,0,0,34,0,0,0,0,3,2007,90350,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"2030","0909254150","050",5362,5,6,1910,2003,0,0,0,661,661,661,589,0,1250,0,0,2,0,3,1,8,1,1985,2,552,242,0,81,0,0,0,0,11,2007,139000,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2031","0909256120","030",6305,5,7,1938,1950,0,0,0,920,920,954,0,0,954,0,0,1,0,2,1,5,1,1938,1,240,0,0,0,0,0,0,0,6,2007,119750,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2032","0909275020","090",7136,6,6,1946,1950,423,484,0,495,979,979,979,0,1958,0,0,2,0,4,2,8,0,1946,2,492,0,0,0,0,0,0,0,8,2007,145000,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
"2033","0909275030","090",6270,5,6,1949,1950,0,284,0,717,1001,1001,1001,0,2002,0,0,2,0,4,2,8,0,1949,3,871,0,0,0,0,0,0,0,8,2007,145000,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
"2034","0909275110","070",7230,7,7,1927,1992,0,0,0,851,851,867,851,0,1718,0,0,2,1,4,1,8,1,1927,2,264,291,0,60,0,153,0,0,10,2007,238000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2035","0909275160","020",13108,5,5,1951,1951,0,0,0,0,0,1226,0,0,1226,0,0,1,1,2,1,7,1,1951,2,400,174,24,120,0,228,0,0,6,2007,153500,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
"2036","0909275310","070",22420,6,6,1918,1950,0,1128,0,242,1370,1370,1254,0,2624,1,0,2,1,4,1,10,1,1918,3,864,0,0,0,0,0,0,0,11,2007,239000,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0
"2037","0909276160","070",12168,8,6,1934,1998,0,428,0,537,965,1940,1254,0,3194,0,0,2,1,4,1,10,2,1934,2,380,0,0,0,0,0,0,0,9,2007,359100,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"2038","0909276210","050",7810,4,6,1930,2003,0,189,0,741,930,1230,525,0,1755,0,0,2,0,4,1,7,1,1930,1,231,0,40,0,0,0,0,0,11,2007,188000,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2039","0909279080","050",11275,6,7,1932,1950,480,297,557,0,854,1096,895,0,1991,0,0,1,1,3,1,7,1,1977,2,432,0,0,19,0,0,0,0,3,2007,220000,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2040","0909281020","190",6221,5,5,1941,1950,0,533,0,195,728,760,595,0,1355,0,0,2,0,3,1,5,0,1966,2,528,0,0,0,0,144,0,0,10,2007,140000,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"2041","0909281130","070",10570,8,8,1932,1994,0,297,0,556,853,1549,1178,0,2727,0,0,2,1,3,1,10,2,1932,2,440,0,74,0,0,0,0,0,12,2007,315000,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1
"2042","0909282020","070",7259,6,8,1945,2002,0,774,150,104,1028,1436,884,0,2320,1,0,2,1,3,1,9,1,1945,1,180,224,0,0,0,0,0,0,7,2007,259500,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2043","0909425140","020",14442,6,7,1957,2004,106,1186,0,291,1477,1839,0,0,1839,1,0,2,0,3,1,7,2,1957,2,416,0,87,0,0,200,0,0,6,2007,257500,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2044","0909425270","070",13125,7,6,1940,1984,0,410,0,390,800,960,780,0,1740,0,0,1,1,3,1,6,2,1940,1,240,0,0,0,0,0,0,0,7,2007,219500,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2045","0909428120","020",21000,6,5,1953,1953,184,35,869,905,1809,2259,0,0,2259,1,0,2,0,3,1,7,2,1953,2,450,166,120,192,0,0,0,0,10,2007,217000,1,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1
"2046","0909428180","020",25485,6,4,1960,1960,423,540,1020,0,1560,1560,0,0,1560,0,0,1,1,3,1,6,3,1960,2,580,0,75,584,0,0,0,0,5,2007,201000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2047","0909428340","020",21579,6,6,1968,1968,0,813,0,675,1488,1488,0,0,1488,0,1,2,0,3,1,7,2,1968,2,552,0,0,216,0,0,0,0,9,2007,215000,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2048","0909451130","160",1782,6,6,1980,1980,0,330,0,186,516,529,516,0,1045,0,0,1,0,2,1,5,1,1980,2,462,180,0,0,0,0,0,0,12,2007,123900,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
"2049","0909452102","020",17871,4,5,1995,1996,0,0,0,1680,1680,1680,0,0,1680,0,0,2,0,4,1,7,0,1996,2,628,152,0,0,0,0,0,0,6,2007,170000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2050","0909455060","120",3907,8,5,1988,1988,0,577,0,427,1004,1020,0,0,1020,1,0,1,0,1,1,4,0,1988,2,509,135,0,0,0,0,0,0,3,2007,2e+05,1,0,0,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"2051","0909475050","020",20693,7,5,1971,1971,652,434,0,1262,1696,1696,0,0,1696,0,0,2,0,3,1,7,2,1971,2,625,0,146,0,0,0,0,0,2,2007,198000,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2052","0909475230","020",18044,8,5,1986,1986,0,0,0,279,279,2726,0,0,2726,0,0,2,1,2,1,6,1,1986,2,691,216,64,169,0,0,228,0,8,2007,315000,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2053","0910200110","050",7000,6,7,1940,1950,0,375,0,345,720,720,495,0,1215,0,0,1,0,3,1,6,0,1965,2,720,0,0,30,0,0,0,0,5,2007,141000,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"2054","0910201020","045",5000,5,6,1941,1950,0,116,0,604,720,803,0,0,803,0,0,1,0,2,1,5,0,1941,2,360,0,0,244,0,0,0,0,12,2007,87000,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"2055","0910201110","050",6060,4,5,1939,1950,0,0,0,732,732,772,351,0,1123,0,0,1,0,3,1,4,0,1979,1,264,0,0,140,0,0,0,0,6,2007,1e+05,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"2056","0910202030","030",3672,5,7,1922,1950,0,0,0,816,816,816,0,0,816,0,0,1,0,2,1,5,0,1922,1,100,0,0,96,0,0,0,0,9,2007,75200,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0
"2057","0910203290","030",8263,6,5,1920,1950,0,0,0,1012,1012,1012,0,0,1012,0,0,1,0,2,1,6,1,1920,1,308,0,22,112,0,0,0,0,5,2007,118400,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"2058","0910205130","050",13710,5,5,1950,1950,0,420,0,490,910,910,648,0,1558,0,0,1,1,4,1,6,0,1950,1,282,289,0,0,0,0,0,0,6,2007,152000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"2059","0911128010","020",6565,4,6,1957,1980,0,967,0,106,1073,1073,0,0,1073,1,0,1,0,3,1,6,0,1985,2,720,0,444,0,0,0,0,0,8,2007,140000,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"2060","0911128020","030",6060,5,9,1930,2007,0,737,0,100,837,1001,0,0,1001,0,0,1,0,2,1,5,0,1930,1,216,154,0,42,86,0,0,0,11,2007,124900,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0
"2061","0911370450","120",5568,8,5,2006,2007,473,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2006,2,495,123,0,0,0,153,0,0,10,2007,375000,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"2062","0911370460","120",4750,8,5,2006,2007,481,1573,0,0,1573,1625,0,0,1625,1,1,2,0,2,1,5,1,2006,2,538,123,0,0,0,153,0,0,12,2007,235000,1,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"2063","0914452090","085",12150,6,6,1979,1979,0,1001,0,0,1001,1299,0,0,1299,1,0,2,0,2,1,5,1,1979,2,486,84,0,222,0,0,0,0,1,2007,183500,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2064","0914452120","085",7540,6,6,1978,1978,0,773,0,115,888,912,0,0,912,1,0,1,0,2,1,5,1,1978,2,470,0,0,0,0,192,0,0,6,2007,156000,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2065","0914452190","020",9187,6,5,1983,1983,0,336,0,748,1084,1080,0,0,1080,0,0,1,1,3,1,5,0,1983,2,484,120,0,158,0,0,0,0,6,2007,134000,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2066","0914460020","020",10000,5,5,2002,2002,166,585,0,856,1441,1392,0,0,1392,0,0,2,0,3,1,6,1,2002,3,650,168,49,0,0,0,0,0,12,2007,215000,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2067","0914460110","020",12864,7,5,2002,2002,0,1392,0,17,1409,1409,0,0,1409,1,0,1,1,1,1,4,1,2002,2,576,0,144,0,0,145,0,0,7,2007,245000,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2068","0914476330","020",9928,7,5,1991,1992,0,1239,0,215,1454,1478,0,0,1478,1,0,2,0,3,1,6,1,1991,2,506,114,22,0,0,0,0,0,5,2007,210000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2069","0914478020","080",8750,7,6,1975,1975,50,224,530,98,852,918,0,0,918,0,1,1,0,3,0,4,0,1975,1,360,192,84,0,0,0,0,0,3,2007,148000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2070","0914478100","085",8410,6,6,1974,1974,0,924,0,46,970,1026,0,0,1026,1,0,1,0,2,1,5,1,1974,2,528,193,0,0,0,0,0,0,4,2007,143000,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2071","0916226090","120",4054,7,6,1987,1987,352,949,0,552,1501,1501,0,0,1501,1,0,2,0,2,1,5,2,1987,2,512,240,0,0,0,0,0,0,10,2007,244000,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"2072","0916253320","120",9763,7,5,1998,1998,239,1102,72,328,1502,1502,0,0,1502,1,0,1,1,1,1,5,1,1998,1,286,0,0,0,0,0,0,0,9,2007,330000,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"2073","0916326040","020",16905,5,6,1959,1959,0,967,0,383,1350,1328,0,0,1328,0,1,1,1,2,1,5,2,1959,1,308,0,104,0,0,0,0,0,7,2007,170000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"2074","0916326090","020",19958,6,8,1958,1995,1224,0,0,585,585,2279,0,0,2279,0,0,2,1,4,1,7,1,1958,2,461,274,0,0,0,138,0,0,7,2007,257000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2075","0916384050","020",8368,7,5,2006,2007,0,0,0,1689,1689,1689,0,0,1689,0,0,2,0,3,1,7,0,2007,2,433,100,39,0,0,0,0,0,4,2007,231713,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"2076","0916384080","020",9037,8,5,2006,2006,32,428,0,1048,1476,1484,0,0,1484,0,0,2,0,2,1,6,1,2006,2,472,120,33,0,0,0,0,0,12,2007,265900,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2077","0916384150","020",10991,8,5,2007,2007,80,0,0,1571,1571,1571,0,0,1571,0,0,2,0,3,1,7,1,2007,3,722,100,36,0,0,0,0,0,12,2007,239000,1,0,0,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"2078","0916386170","020",10656,8,5,2006,2007,274,0,0,1638,1638,1646,0,0,1646,0,0,2,0,3,1,6,1,2007,3,870,192,80,0,0,0,0,0,11,2007,248900,1,0,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"2079","0916403040","020",10331,7,7,1985,1985,0,215,80,970,1265,1240,0,0,1240,0,1,2,0,3,1,6,0,1985,2,528,232,0,0,0,0,0,0,7,2007,174000,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2080","0916403290","050",13758,7,5,1990,1991,117,902,0,254,1156,1187,530,0,1717,0,0,2,1,3,1,7,1,1990,2,400,168,36,0,0,0,0,0,4,2007,187500,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
"2081","0916455010","060",9303,6,5,1996,1997,42,742,0,130,872,888,868,0,1756,1,0,2,1,3,1,7,0,1996,2,422,144,122,0,0,0,0,0,7,2007,204000,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2082","0916455050","020",6718,8,5,2001,2001,86,250,0,1017,1267,1312,0,0,1312,0,0,2,0,2,1,5,0,2001,2,471,256,28,0,0,0,0,0,1,2007,180500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2083","0916455110","080",9590,7,5,2003,2003,442,786,0,82,868,1146,0,0,1146,1,0,2,0,3,1,6,1,2003,2,438,160,22,0,0,0,0,0,5,2007,187500,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2084","0916455150","020",11305,8,5,2002,2002,886,1329,0,593,1922,1922,0,0,1922,1,0,2,0,2,1,6,1,2002,3,692,201,64,0,0,0,0,0,4,2007,282000,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2085","0916460020","020",7777,6,5,1996,1996,203,0,0,1491,1491,1491,0,0,1491,0,0,2,0,3,1,7,1,1996,2,571,0,35,0,0,0,0,0,11,2007,178000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2086","0916475020","020",14536,8,5,2002,2003,236,1300,0,316,1616,1629,0,0,1629,1,0,2,0,3,1,9,1,2002,3,808,0,252,0,0,0,0,0,11,2007,270000,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2087","0916477060","060",11800,7,5,2003,2004,94,766,0,356,1122,1146,1340,0,2486,1,0,3,1,5,1,10,1,2003,2,452,143,32,0,0,0,0,0,7,2007,279900,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2088","0917425190","020",35133,5,4,1963,1963,226,1159,0,413,1572,1572,0,0,1572,1,0,1,1,3,1,5,2,1963,3,995,0,263,0,0,263,0,0,5,2007,186700,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2089","0921126010","020",15306,8,5,2006,2007,100,80,0,1652,1732,1776,0,0,1776,1,0,2,0,3,1,7,1,2006,3,712,0,0,0,0,0,0,0,5,2007,283463,1,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
"2090","0921128030","020",12633,10,5,2006,2007,242,0,0,1824,1824,1824,0,0,1824,0,0,2,0,3,1,8,1,2006,3,932,160,36,0,0,108,0,0,9,2007,392000,1,0,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1
"2091","0921205070","060",12665,8,5,2005,2006,245,0,0,1094,1094,1133,1349,0,2482,0,0,2,1,4,1,9,1,2005,3,642,144,39,0,0,0,0,0,2,2007,281213,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2092","0923202220","020",43500,3,5,1953,1953,0,0,0,0,0,2034,0,0,2034,0,0,1,0,2,1,9,0,1953,4,1041,483,266,0,0,0,561,0,6,2007,130000,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0
"2093","0923203010","120",6710,6,5,1996,1997,134,16,904,0,920,936,0,0,936,2,0,0,1,0,1,3,0,1996,2,460,0,40,0,0,0,0,0,6,2007,140000,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"2094","0923204050","020",25286,4,5,1963,1963,0,633,0,431,1064,1040,0,0,1040,1,0,1,0,3,1,5,0,1963,2,648,0,0,0,0,0,0,0,1,2007,132250,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2095","0923204140","090",25000,5,4,1967,1967,0,0,0,1632,1632,1632,0,0,1632,0,0,2,0,4,2,8,0,1967,2,576,0,0,0,0,0,0,0,6,2007,143000,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
"2096","0923205025","190",32463,4,4,1961,1975,149,1159,0,90,1249,1622,0,0,1622,1,0,1,0,3,1,7,1,1975,4,1356,439,0,0,0,0,0,0,3,2007,168000,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
"2097","0923225040","120",4224,5,7,1976,1976,0,840,0,200,1040,1060,0,0,1060,1,0,1,0,3,1,6,1,1976,2,572,100,110,0,0,0,0,0,6,2007,129900,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"2098","0923225050","120",4224,5,5,1976,1976,0,874,0,268,1142,1142,0,0,1142,1,0,1,1,3,1,6,1,1976,2,528,536,90,0,0,0,0,0,8,2007,134000,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"2099","0923226300","160",1504,4,4,1972,1972,0,252,0,294,546,546,546,0,1092,0,0,1,1,3,1,5,0,1972,1,253,0,0,0,0,0,0,0,5,2007,85500,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"2100","0923228200","180",1533,4,5,1970,1970,0,503,0,27,530,530,462,0,992,1,0,1,0,2,1,4,0,1970,1,297,112,97,0,0,0,0,0,7,2007,106500,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"2101","0923228250","160",2001,4,5,1970,1970,80,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1970,1,286,0,0,0,0,0,0,0,1,2007,75000,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"2102","0923228390","160",1890,4,3,1976,1976,0,0,0,546,546,546,546,0,1092,0,0,1,1,3,1,6,0,1976,1,286,0,0,0,0,0,0,0,4,2007,75190,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"2103","0923229010","080",11333,6,5,1976,1976,0,539,0,490,1029,1062,0,0,1062,1,0,1,0,3,1,5,2,1976,2,539,120,0,0,0,0,0,0,5,2007,146800,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2104","0923229040","085",9129,5,5,1977,1977,144,923,0,0,923,1008,0,0,1008,1,0,1,0,1,1,4,1,1977,2,678,201,66,0,0,0,0,0,7,2007,153500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2105","0923229100","080",15957,6,6,1977,1977,0,1148,0,96,1244,1356,0,0,1356,2,0,2,0,3,1,6,1,1977,2,528,1424,0,0,0,0,0,0,9,2007,188000,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2106","0923229140","020",33983,5,6,1977,1994,0,1112,0,48,1160,1676,0,0,1676,1,0,1,1,3,1,6,2,1977,2,672,690,90,0,0,0,0,0,5,2007,196000,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"2107","0923230010","060",8286,5,7,1977,1977,0,531,0,185,716,716,716,0,1432,1,0,1,1,3,1,6,1,1977,2,531,0,136,0,0,240,0,0,6,2007,157000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2108","0923230180","085",7244,5,7,1970,1970,0,619,0,149,768,768,0,0,768,1,0,1,0,2,1,5,0,1987,2,624,104,0,0,0,0,0,0,4,2007,129500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2109","0923251160","020",27697,4,3,1961,1961,198,811,0,585,1396,1608,0,0,1608,0,0,1,0,3,1,6,0,1961,1,444,152,38,0,0,0,0,0,11,2007,80000,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"2110","0923252080","020",7599,4,6,1982,2006,0,565,0,280,845,845,0,0,845,1,0,1,0,2,1,4,0,1987,2,360,0,0,0,0,0,0,0,6,2007,129500,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2111","0923275010","020",11000,5,6,1976,2003,0,1090,0,0,1090,1178,0,0,1178,1,0,1,1,3,1,6,0,1976,2,502,0,44,0,0,88,0,0,6,2007,135000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2112","0923275200","020",8314,5,7,1982,1982,0,546,0,270,816,816,0,0,816,0,0,1,0,2,1,5,0,1982,1,264,168,0,0,0,0,0,0,6,2007,124500,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2113","0923276180","020",11625,5,7,1983,1983,0,596,0,220,816,816,0,0,816,1,0,1,0,2,1,4,0,1983,1,264,330,0,0,0,0,0,0,5,2007,139000,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2114","0923425030","020",10447,5,6,1984,1984,0,516,0,348,864,887,0,0,887,0,1,1,0,3,1,5,0,1984,1,288,140,0,0,0,0,0,0,12,2007,124500,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2115","0526302030","020",11027,6,5,1954,1954,28,468,539,171,1178,1293,0,0,1293,1,0,2,0,2,1,5,0,1954,2,452,280,0,0,0,0,0,0,5,2006,149900,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2116","0526302040","020",10533,6,6,1956,1956,244,773,0,235,1008,1024,0,0,1024,1,0,1,0,2,1,5,2,1956,1,313,0,0,0,0,280,0,0,8,2006,157500,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2117","0526302120","020",11765,5,5,1957,1957,302,1127,0,490,1617,1797,0,0,1797,0,0,1,1,3,1,7,1,1957,3,963,0,0,0,0,0,0,0,6,2006,169000,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2118","0526303060","020",39384,6,6,1957,1957,902,1110,0,595,1705,1390,0,0,1390,1,0,1,1,1,1,4,2,1957,2,550,0,189,0,0,0,0,0,10,2006,252000,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
"2119","0526354020","020",11727,7,6,1969,1969,434,0,0,1851,1851,1851,0,0,1851,0,0,2,0,3,1,8,1,1969,2,506,0,146,0,0,0,0,0,3,2006,192100,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"2120","0527105060","060",8238,6,5,1997,1998,0,700,0,113,813,813,712,0,1525,1,0,2,1,3,1,6,1,1997,2,400,421,72,0,0,0,0,0,5,2006,183500,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2121","0527106010","060",13006,7,5,1997,1997,285,0,0,964,964,993,1243,0,2236,0,0,2,1,4,1,8,1,1997,2,642,0,0,0,0,0,0,0,11,2006,222000,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
